timestamp,consumption_kwh,demand_kw,voltage,current,power_factor,temperature
2024-03-14 16:00:00,38.18,37.98,228.6,173.2,0.959,22.8
2024-03-14 17:00:00,48.54,47.94,233.0,218.2,0.943,23.3
2024-03-14 18:00:00,56.43,61.31,224.2,283.4,0.965,24.3
2024-03-14 19:00:00,71.82,67.29,228.2,335.8,0.878,21.1
2024-03-14 20:00:00,63.26,60.19,225.7,295.7,0.902,26.4
2024-03-14 21:00:00,48.62,45.61,233.9,215.7,0.904,27.1
2024-03-14 22:00:00,41.84,38.96,228.5,179.9,0.948,25.4
2024-03-14 23:00:00,36.96,37.73,232.0,171.5,0.948,28.5
2024-03-15 00:00:00,37.54,35.44,228.4,174.5,0.889,27.4
2024-03-15 01:00:00,31.39,31.05,225.8,143.1,0.961,25.4
2024-03-15 02:00:00,37.0,35.59,227.6,164.8,0.949,25.9
2024-03-15 03:00:00,32.86,31.44,227.4,145.5,0.95,23.7
2024-03-15 04:00:00,34.33,37.11,230.0,169.3,0.953,26.6
2024-03-15 05:00:00,35.06,34.08,230.6,153.1,0.965,27.7
2024-03-15 06:00:00,28.54,28.53,229.1,130.8,0.952,26.5
2024-03-15 07:00:00,48.61,48.44,225.5,221.7,0.969,27.1
2024-03-15 08:00:00,51.57,54.0,233.0,258.9,0.895,25.4
2024-03-15 09:00:00,55.58,52.9,227.8,252.1,0.921,22.2
2024-03-15 10:00:00,42.68,45.1,231.8,203.9,0.954,23.1
2024-03-15 11:00:00,37.92,40.67,234.2,185.1,0.938,25.1
2024-03-15 12:00:00,34.62,34.39,231.2,166.8,0.892,26.1
2024-03-15 13:00:00,28.17,27.94,224.4,131.6,0.946,24.9
2024-03-15 14:00:00,39.06,38.66,233.5,177.1,0.935,24.4
2024-03-15 15:00:00,36.74,34.31,228.3,169.4,0.887,26.1
2024-03-15 16:00:00,38.88,40.88,232.7,184.7,0.951,24.6
2024-03-15 17:00:00,48.04,51.35,232.9,240.7,0.916,27.2
2024-03-15 18:00:00,65.29,69.16,228.6,327.1,0.925,27.1
2024-03-15 19:00:00,64.72,66.97,229.6,328.8,0.887,22.4
2024-03-15 20:00:00,65.21,63.01,233.7,282.6,0.954,25.4
2024-03-15 21:00:00,42.79,45.24,230.2,202.8,0.969,23.4
2024-03-15 22:00:00,35.91,33.6,233.4,157.0,0.917,24.6
2024-03-15 23:00:00,36.62,34.65,234.7,159.6,0.925,24.1
2024-03-16 00:00:00,18.99,19.92,224.9,93.5,0.947,25.3
2024-03-16 01:00:00,27.5,27.51,225.7,126.8,0.961,26.3
2024-03-16 02:00:00,23.04,21.43,225.0,99.0,0.962,26.4
2024-03-16 03:00:00,27.02,25.27,227.4,122.9,0.904,26.1
2024-03-16 04:00:00,22.31,23.52,227.1,107.9,0.96,24.6
2024-03-16 05:00:00,24.63,23.23,225.7,108.5,0.949,23.9
2024-03-16 06:00:00,26.76,28.89,228.8,130.7,0.966,26.4
2024-03-16 07:00:00,25.1,26.68,234.1,123.6,0.922,27.1
2024-03-16 08:00:00,39.03,37.92,227.2,179.5,0.93,26.4
2024-03-16 09:00:00,40.86,40.09,232.9,182.7,0.942,26.7
2024-03-16 10:00:00,39.53,42.91,227.5,196.5,0.96,25.2
2024-03-16 11:00:00,30.76,33.02,229.5,156.0,0.922,25.9
2024-03-16 12:00:00,28.78,28.14,229.6,126.4,0.97,26.5
2024-03-16 13:00:00,29.9,28.03,233.2,123.7,0.972,27.2
2024-03-16 14:00:00,25.25,26.01,229.8,115.6,0.979,25.5
2024-03-16 15:00:00,20.19,20.93,225.9,103.5,0.895,24.6
2024-03-16 16:00:00,28.4,29.24,231.2,141.9,0.891,23.0
2024-03-16 17:00:00,40.98,41.91,229.7,197.9,0.922,22.5
2024-03-16 18:00:00,56.89,53.05,227.2,248.4,0.94,27.9
2024-03-16 19:00:00,48.01,51.56,227.6,247.3,0.916,24.7
2024-03-16 20:00:00,41.82,41.65,227.1,194.3,0.944,24.3
2024-03-16 21:00:00,38.77,36.43,233.0,170.7,0.916,25.4
2024-03-16 22:00:00,31.38,31.79,232.3,147.1,0.93,25.8
2024-03-16 23:00:00,28.98,29.67,228.7,136.6,0.95,26.3
2024-03-17 00:00:00,139.91,150.05,231.4,720.5,0.9,27.9
2024-03-17 01:00:00,32.5,30.37,232.8,136.6,0.955,23.3
2024-03-17 02:00:00,23.91,24.07,234.4,113.6,0.904,24.9
2024-03-17 03:00:00,31.19,31.66,224.0,151.3,0.934,28.3
2024-03-17 04:00:00,22.82,24.27,235.6,110.6,0.931,22.6
2024-03-17 05:00:00,27.31,25.37,230.6,118.6,0.928,26.1
2024-03-17 06:00:00,27.51,28.2,235.7,122.8,0.974,26.0
2024-03-17 07:00:00,30.62,29.16,234.8,139.5,0.89,25.0
2024-03-17 08:00:00,38.2,37.02,229.5,170.9,0.944,22.2
2024-03-17 09:00:00,43.03,42.74,233.2,197.1,0.93,24.1
2024-03-17 10:00:00,39.07,39.52,231.1,190.0,0.9,26.0
2024-03-17 11:00:00,30.2,28.62,229.2,131.3,0.951,23.8
2024-03-17 12:00:00,30.51,28.57,235.9,125.4,0.966,24.8
2024-03-17 13:00:00,22.7,22.17,228.9,102.3,0.947,25.5
2024-03-17 14:00:00,24.55,22.98,229.3,111.4,0.9,22.8
2024-03-17 15:00:00,23.01,23.81,226.7,113.2,0.928,24.9
2024-03-17 16:00:00,27.83,29.26,225.5,139.4,0.931,23.9
2024-03-17 17:00:00,39.4,39.96,232.4,179.5,0.958,28.5
2024-03-17 18:00:00,46.6,47.55,227.4,232.1,0.901,25.3
2024-03-17 19:00:00,55.04,52.21,229.0,239.7,0.951,26.1
2024-03-17 20:00:00,53.73,54.47,225.8,274.1,0.88,25.4
2024-03-17 21:00:00,43.12,41.02,228.0,191.8,0.938,23.3
2024-03-17 22:00:00,30.49,31.8,226.3,144.1,0.975,29.8
2024-03-17 23:00:00,20.69,19.74,225.5,92.7,0.944,23.5
2024-03-18 00:00:00,22.52,23.76,230.2,106.2,0.972,22.8
2024-03-18 01:00:00,32.0,30.53,231.6,141.3,0.933,24.8
2024-03-18 02:00:00,26.2,25.68,230.6,122.0,0.913,26.1
2024-03-18 03:00:00,29.02,31.04,231.5,144.6,0.927,26.4
2024-03-18 04:00:00,30.88,29.89,224.9,136.9,0.971,25.2
2024-03-18 05:00:00,31.79,33.79,231.6,157.4,0.927,23.6
2024-03-18 06:00:00,36.55,34.36,230.4,163.3,0.913,24.8
2024-03-18 07:00:00,47.08,45.02,231.9,204.1,0.951,25.5
2024-03-18 08:00:00,57.55,56.4,231.0,261.1,0.935,24.9
2024-03-18 09:00:00,60.08,59.17,227.4,293.7,0.886,26.8
2024-03-18 10:00:00,49.81,49.86,234.1,233.3,0.913,26.0
2024-03-18 11:00:00,38.24,41.41,235.5,197.6,0.89,24.1
2024-03-18 12:00:00,37.0,37.75,234.9,176.0,0.913,27.5
2024-03-18 13:00:00,27.39,29.72,230.8,142.4,0.904,25.8
2024-03-18 14:00:00,32.56,30.26,229.8,134.8,0.977,25.2
2024-03-18 15:00:00,28.14,29.77,235.1,132.6,0.955,24.0
2024-03-18 16:00:00,36.32,39.32,225.8,187.2,0.93,25.6
2024-03-18 17:00:00,47.33,49.57,226.6,240.4,0.91,26.0
2024-03-18 18:00:00,54.27,56.37,235.4,260.0,0.921,25.0
2024-03-18 19:00:00,70.68,73.09,229.9,338.9,0.938,24.4
2024-03-18 20:00:00,60.07,63.17,232.2,305.7,0.89,24.0
2024-03-18 21:00:00,48.72,49.57,233.2,227.8,0.933,26.4
2024-03-18 22:00:00,45.97,42.86,234.6,197.1,0.927,24.5
2024-03-18 23:00:00,36.29,34.54,231.3,158.5,0.942,23.3
2024-03-19 00:00:00,31.03,31.67,224.8,149.2,0.944,23.9
2024-03-19 01:00:00,31.82,31.76,227.5,148.5,0.94,25.9
2024-03-19 02:00:00,30.31,28.21,224.4,136.6,0.92,26.7
2024-03-19 03:00:00,35.42,33.84,224.9,163.7,0.919,26.2
2024-03-19 04:00:00,28.88,27.64,227.8,134.8,0.9,24.9
2024-03-19 05:00:00,32.86,33.04,234.8,146.9,0.958,27.0
2024-03-19 06:00:00,32.03,31.52,225.2,149.7,0.935,24.3
2024-03-19 07:00:00,46.27,43.6,224.9,201.9,0.96,25.3
2024-03-19 08:00:00,51.83,49.79,227.8,240.4,0.909,26.9
2024-03-19 09:00:00,61.9,61.91,229.1,280.3,0.964,26.5
2024-03-19 10:00:00,50.87,52.32,230.9,247.9,0.914,26.3
2024-03-19 11:00:00,46.13,43.64,234.9,191.3,0.971,25.2
2024-03-19 12:00:00,37.67,38.27,235.0,168.8,0.965,25.0
2024-03-19 13:00:00,32.52,34.93,233.6,167.1,0.895,27.8
2024-03-19 14:00:00,29.89,28.72,230.7,134.6,0.925,25.5
2024-03-19 15:00:00,35.44,36.06,229.5,165.7,0.948,24.9
2024-03-19 16:00:00,32.89,35.01,231.4,164.5,0.92,27.9
2024-03-19 17:00:00,46.97,50.96,227.9,251.5,0.889,26.1
2024-03-19 18:00:00,57.26,60.45,234.8,288.3,0.893,25.0
2024-03-19 19:00:00,80.61,74.75,234.4,334.3,0.954,23.5
2024-03-19 20:00:00,64.95,69.26,224.9,321.5,0.958,25.5
2024-03-19 21:00:00,55.75,53.1,226.0,260.2,0.903,24.7
2024-03-19 22:00:00,39.95,42.49,233.0,189.8,0.961,26.7
2024-03-19 23:00:00,31.07,31.51,225.5,150.6,0.928,28.6
2024-03-20 00:00:00,30.08,29.32,227.9,131.8,0.976,23.9
2024-03-20 01:00:00,27.63,28.71,225.0,139.5,0.915,25.7
2024-03-20 02:00:00,28.52,27.81,226.5,128.6,0.955,23.0
2024-03-20 03:00:00,36.31,39.06,226.6,194.6,0.886,29.4
2024-03-20 04:00:00,27.96,29.85,231.1,142.4,0.907,26.3
2024-03-20 05:00:00,30.66,29.43,229.4,140.1,0.916,22.9
2024-03-20 06:00:00,40.35,37.84,228.4,183.1,0.905,26.9
2024-03-20 07:00:00,42.91,42.82,226.3,198.5,0.953,28.8
2024-03-20 08:00:00,50.47,52.08,231.8,234.8,0.957,25.7
2024-03-20 09:00:00,65.62,63.14,234.7,300.3,0.896,27.7
2024-03-20 10:00:00,52.67,51.34,227.2,245.6,0.92,26.0
2024-03-20 11:00:00,39.88,40.32,230.0,195.4,0.897,26.4
2024-03-20 12:00:00,31.87,33.07,231.8,159.2,0.896,25.4
2024-03-20 13:00:00,27.31,28.24,231.1,132.1,0.925,25.7
2024-03-20 14:00:00,29.53,29.85,231.8,135.7,0.949,24.1
2024-03-20 15:00:00,31.56,33.99,227.2,168.1,0.89,26.9
2024-03-20 16:00:00,38.51,40.27,232.6,184.2,0.94,26.5
2024-03-20 17:00:00,52.6,50.7,227.2,232.7,0.959,25.3
2024-03-20 18:00:00,68.67,70.39,231.2,339.0,0.898,26.6
2024-03-20 19:00:00,69.67,69.63,229.7,324.2,0.935,25.8
2024-03-20 20:00:00,66.64,69.55,224.8,343.4,0.901,24.7
2024-03-20 21:00:00,54.61,57.93,229.7,287.2,0.878,27.1
2024-03-20 22:00:00,38.51,40.02,232.2,193.4,0.891,25.4
2024-03-20 23:00:00,33.92,31.55,229.9,146.0,0.94,27.1
2024-03-21 00:00:00,34.43,32.76,235.9,148.1,0.938,26.1
2024-03-21 01:00:00,27.69,29.25,225.1,144.2,0.901,27.0
2024-03-21 02:00:00,34.59,34.85,235.9,155.2,0.952,25.2
2024-03-21 03:00:00,33.91,34.66,228.2,171.2,0.887,26.0
2024-03-21 04:00:00,25.35,24.28,234.8,106.9,0.967,25.3
2024-03-21 05:00:00,31.01,30.11,224.2,140.9,0.953,25.4
2024-03-21 06:00:00,37.57,36.64,230.0,177.4,0.898,29.0
2024-03-21 07:00:00,48.89,45.45,232.9,213.5,0.914,26.1
2024-03-21 08:00:00,60.55,59.24,234.5,262.3,0.963,27.3
2024-03-21 09:00:00,48.81,49.21,230.3,221.0,0.967,24.7
2024-03-21 10:00:00,58.34,54.93,229.0,262.7,0.913,25.8
2024-03-21 11:00:00,38.79,41.86,228.1,197.3,0.93,27.3
2024-03-21 12:00:00,30.35,30.57,233.5,134.3,0.975,24.8
2024-03-21 13:00:00,38.32,38.33,229.6,176.5,0.946,25.1
2024-03-21 14:00:00,41.6,40.79,227.6,190.1,0.943,28.3
2024-03-21 15:00:00,35.01,37.95,227.4,187.7,0.889,25.4
2024-03-21 16:00:00,36.91,38.09,231.9,178.0,0.923,25.6
2024-03-21 17:00:00,50.87,52.12,234.3,245.8,0.905,27.2
2024-03-21 18:00:00,55.73,58.99,227.2,293.7,0.884,24.7
2024-03-21 19:00:00,73.34,72.35,226.6,363.7,0.878,27.0
2024-03-21 20:00:00,67.07,63.88,229.1,299.2,0.932,24.7
2024-03-21 21:00:00,49.27,51.23,227.7,248.1,0.907,26.7
2024-03-21 22:00:00,35.12,36.15,232.2,166.0,0.938,24.0
2024-03-21 23:00:00,35.65,35.34,225.0,172.0,0.913,26.3
2024-03-22 00:00:00,28.49,28.28,234.5,130.7,0.923,24.3
2024-03-22 01:00:00,30.94,31.23,235.2,145.0,0.916,25.5
2024-03-22 02:00:00,27.48,27.8,228.9,131.0,0.927,25.9
2024-03-22 03:00:00,36.91,34.39,233.1,159.7,0.924,28.1
2024-03-22 04:00:00,27.54,28.72,225.5,136.2,0.935,25.3
2024-03-22 05:00:00,28.45,29.42,228.7,134.6,0.956,24.4
2024-03-22 06:00:00,35.82,34.14,229.5,154.2,0.965,26.1
2024-03-22 07:00:00,43.76,41.57,228.0,193.6,0.942,26.7
2024-03-22 08:00:00,53.5,53.66,224.7,263.0,0.908,27.3
2024-03-22 09:00:00,53.81,51.83,226.5,258.9,0.884,26.1
2024-03-22 10:00:00,56.67,56.71,232.1,272.4,0.897,27.8
2024-03-22 11:00:00,38.37,39.57,224.1,181.5,0.973,27.0
2024-03-22 12:00:00,31.03,33.07,231.2,161.3,0.887,24.0
2024-03-22 13:00:00,31.91,33.49,234.0,154.1,0.929,26.7
2024-03-22 14:00:00,29.88,31.8,235.8,146.0,0.924,25.8
2024-03-22 15:00:00,30.26,30.04,232.2,134.5,0.962,27.5
2024-03-22 16:00:00,37.41,37.82,226.2,177.5,0.942,27.6
2024-03-22 17:00:00,45.59,48.12,230.6,220.1,0.948,27.2
2024-03-22 18:00:00,65.49,63.78,229.9,288.7,0.961,25.0
2024-03-22 19:00:00,70.15,68.0,229.0,336.7,0.882,25.5
2024-03-22 20:00:00,64.37,64.82,224.1,312.7,0.925,25.9
2024-03-22 21:00:00,57.56,54.15,224.5,258.2,0.934,25.5
2024-03-22 22:00:00,38.87,39.07,227.3,181.1,0.949,29.5
2024-03-22 23:00:00,37.03,35.04,228.2,164.9,0.931,27.6
2024-03-23 00:00:00,19.37,20.83,228.2,96.0,0.951,26.0
2024-03-23 01:00:00,21.99,21.26,227.3,97.2,0.962,26.2
2024-03-23 02:00:00,21.39,21.76,231.7,96.4,0.974,26.5
2024-03-23 03:00:00,25.76,25.12,235.1,113.4,0.942,25.2
2024-03-23 04:00:00,19.72,20.96,235.5,96.6,0.921,26.7
2024-03-23 05:00:00,26.07,26.48,234.2,126.6,0.893,25.2
2024-03-23 06:00:00,26.02,27.77,229.7,124.3,0.973,26.8
2024-03-23 07:00:00,24.12,22.99,226.8,105.9,0.957,26.7
2024-03-23 08:00:00,41.08,38.65,229.0,177.1,0.953,27.2
2024-03-23 09:00:00,43.94,46.83,224.9,217.6,0.957,28.3
2024-03-23 10:00:00,36.84,34.94,227.9,158.2,0.969,26.6
2024-03-23 11:00:00,30.01,27.83,226.4,130.6,0.941,26.0
2024-03-23 12:00:00,28.37,29.38,225.9,143.6,0.906,26.4
2024-03-23 13:00:00,19.84,20.87,231.5,95.5,0.944,27.5
2024-03-23 14:00:00,23.28,22.18,228.3,100.0,0.972,25.9
2024-03-23 15:00:00,24.45,26.25,232.8,124.5,0.906,24.9
2024-03-23 16:00:00,30.09,30.11,230.8,135.5,0.963,28.3
2024-03-23 17:00:00,38.39,37.68,225.7,178.6,0.935,25.1
2024-03-23 18:00:00,51.3,52.34,224.9,263.0,0.885,27.9
2024-03-23 19:00:00,48.89,52.07,231.2,250.2,0.9,26.7
2024-03-23 20:00:00,54.06,50.5,227.0,231.0,0.963,25.9
2024-03-23 21:00:00,39.82,37.59,224.9,172.0,0.972,26.3
2024-03-23 22:00:00,27.54,25.76,228.8,120.4,0.935,23.8
2024-03-23 23:00:00,28.24,30.12,235.0,137.8,0.93,28.6
2024-03-24 00:00:00,24.51,25.16,228.0,120.9,0.913,26.6
2024-03-24 01:00:00,23.07,22.9,235.1,101.8,0.957,26.7
2024-03-24 02:00:00,16.5,17.23,235.4,81.3,0.9,25.0
2024-03-24 03:00:00,25.21,24.18,235.8,114.7,0.894,28.6
2024-03-24 04:00:00,26.06,25.6,230.6,123.8,0.897,28.6
2024-03-24 05:00:00,23.56,25.42,230.1,123.7,0.893,27.8
2024-03-24 06:00:00,22.02,22.73,235.7,99.7,0.967,25.7
2024-03-24 07:00:00,33.45,32.05,230.4,144.9,0.96,27.1
2024-03-24 08:00:00,38.75,37.33,224.6,177.8,0.935,28.1
2024-03-24 09:00:00,38.49,38.93,225.7,186.9,0.923,26.9
2024-03-24 10:00:00,42.58,39.53,226.3,190.5,0.917,23.7
2024-03-24 11:00:00,29.9,31.24,226.7,146.6,0.94,26.2
2024-03-24 12:00:00,21.06,20.12,235.9,90.4,0.943,26.6
2024-03-24 13:00:00,29.55,28.14,225.5,139.3,0.896,29.0
2024-03-24 14:00:00,25.22,25.84,226.9,120.0,0.949,26.8
2024-03-24 15:00:00,29.36,29.46,224.9,145.7,0.899,26.1
2024-03-24 16:00:00,34.08,34.11,228.3,156.8,0.953,26.6
2024-03-24 17:00:00,40.36,39.03,233.4,172.6,0.969,27.5
2024-03-24 18:00:00,53.2,52.97,232.4,252.4,0.903,26.0
2024-03-24 19:00:00,57.25,53.8,231.5,246.7,0.942,26.1
2024-03-24 20:00:00,48.26,51.23,226.8,233.6,0.967,26.4
2024-03-24 21:00:00,36.21,36.96,225.7,170.8,0.959,26.6
2024-03-24 22:00:00,33.25,32.47,225.4,155.2,0.928,28.9
2024-03-24 23:00:00,24.72,25.63,233.9,118.6,0.924,26.2
2024-03-25 00:00:00,35.32,34.71,234.4,159.1,0.931,27.9
2024-03-25 01:00:00,30.87,32.4,229.2,156.4,0.904,26.5
2024-03-25 02:00:00,34.66,34.43,224.3,167.2,0.918,28.0
2024-03-25 03:00:00,27.76,26.0,233.7,114.6,0.971,24.4
2024-03-25 04:00:00,26.62,27.32,229.2,123.6,0.964,24.7
2024-03-25 05:00:00,33.82,32.59,225.3,162.2,0.892,24.6
2024-03-25 06:00:00,36.76,35.74,235.3,157.7,0.963,25.0
2024-03-25 07:00:00,40.53,40.09,226.0,190.5,0.931,24.9
2024-03-25 08:00:00,56.43,52.84,224.2,264.5,0.891,25.0
2024-03-25 09:00:00,48.06,51.47,230.5,247.6,0.902,27.9
2024-03-25 10:00:00,54.21,53.23,231.9,252.0,0.911,26.0
2024-03-25 11:00:00,37.35,36.72,230.8,177.6,0.896,27.4
2024-03-25 12:00:00,34.45,36.32,229.3,170.9,0.927,26.3
2024-03-25 13:00:00,32.05,32.15,226.6,147.3,0.963,23.0
2024-03-25 14:00:00,37.76,39.16,227.8,183.1,0.939,30.1
2024-03-25 15:00:00,37.77,36.23,234.4,169.9,0.91,27.7
2024-03-25 16:00:00,42.37,44.91,224.6,213.2,0.938,28.3
2024-03-25 17:00:00,54.09,52.54,231.0,237.9,0.956,27.1
2024-03-25 18:00:00,64.68,69.57,227.1,327.3,0.936,29.1
2024-03-25 19:00:00,80.93,76.55,232.6,365.3,0.901,26.7
2024-03-25 20:00:00,58.38,62.61,230.1,297.4,0.915,25.7
2024-03-25 21:00:00,53.28,54.4,229.0,249.5,0.952,26.9
2024-03-25 22:00:00,31.26,33.15,233.5,155.0,0.916,24.9
2024-03-25 23:00:00,36.97,36.09,235.7,165.0,0.928,26.0
2024-03-26 00:00:00,28.23,30.45,234.9,133.4,0.972,26.4
2024-03-26 01:00:00,37.21,35.46,233.4,163.0,0.932,29.0
2024-03-26 02:00:00,29.06,29.8,234.0,140.4,0.907,25.0
2024-03-26 03:00:00,35.58,36.27,224.9,165.4,0.975,29.4
2024-03-26 04:00:00,37.71,39.45,230.9,183.7,0.93,30.1
2024-03-26 05:00:00,31.25,30.13,230.3,135.7,0.964,25.5
2024-03-26 06:00:00,38.18,38.03,227.2,181.2,0.924,28.6
2024-03-26 07:00:00,38.52,40.17,233.2,190.1,0.906,27.6
2024-03-26 08:00:00,55.18,53.07,226.9,263.1,0.889,25.9
2024-03-26 09:00:00,49.78,50.9,230.1,242.8,0.911,26.7
2024-03-26 10:00:00,52.79,51.92,229.0,246.4,0.92,28.9
2024-03-26 11:00:00,34.62,36.83,233.3,169.0,0.934,24.5
2024-03-26 12:00:00,33.14,35.18,227.4,170.2,0.909,25.3
2024-03-26 13:00:00,33.39,33.82,230.9,150.2,0.975,26.8
2024-03-26 14:00:00,28.76,27.03,224.2,124.5,0.968,25.3
2024-03-26 15:00:00,37.67,37.34,232.9,165.5,0.969,27.9
2024-03-26 16:00:00,40.79,41.24,235.9,184.8,0.946,27.3
2024-03-26 17:00:00,62.65,58.72,228.3,268.5,0.958,29.0
2024-03-26 18:00:00,68.34,66.1,234.8,318.5,0.884,25.4
2024-03-26 19:00:00,73.27,71.93,224.5,333.4,0.961,28.6
2024-03-26 20:00:00,62.38,62.89,229.4,300.6,0.912,26.9
2024-03-26 21:00:00,50.27,50.45,226.2,250.0,0.892,27.6
2024-03-26 22:00:00,36.41,34.03,234.7,162.2,0.894,27.3
2024-03-26 23:00:00,32.37,31.61,229.3,149.7,0.921,25.8
2024-03-27 00:00:00,32.16,30.02,227.6,147.0,0.897,25.2
2024-03-27 01:00:00,36.77,34.57,234.1,157.4,0.938,26.1
2024-03-27 02:00:00,31.44,32.38,225.7,158.9,0.903,26.0
2024-03-27 03:00:00,31.52,29.23,230.2,140.0,0.907,28.1
2024-03-27 04:00:00,26.69,28.52,225.4,138.4,0.914,25.3
2024-03-27 05:00:00,38.27,36.05,235.0,168.2,0.912,27.0
2024-03-27 06:00:00,40.5,37.92,225.7,177.8,0.945,29.7
2024-03-27 07:00:00,50.29,48.32,234.8,233.1,0.883,28.0
2024-03-27 08:00:00,55.89,53.34,234.0,259.3,0.879,29.0
2024-03-27 09:00:00,63.35,59.17,232.8,273.9,0.928,28.2
2024-03-27 10:00:00,47.13,48.73,232.5,235.5,0.89,24.4
2024-03-27 11:00:00,39.78,40.22,234.4,189.0,0.908,28.1
2024-03-27 12:00:00,35.62,37.95,224.9,184.0,0.917,29.6
2024-03-27 13:00:00,28.41,29.22,227.3,137.6,0.934,27.8
2024-03-27 14:00:00,30.35,29.06,227.8,134.0,0.952,26.0
2024-03-27 15:00:00,37.54,35.11,227.8,161.1,0.957,28.6
2024-03-27 16:00:00,40.6,38.29,231.6,186.2,0.888,28.4
2024-03-27 17:00:00,52.1,53.15,232.1,237.5,0.964,28.0
2024-03-27 18:00:00,71.04,67.64,227.4,316.8,0.939,27.1
2024-03-27 19:00:00,85.4,79.65,233.0,361.7,0.945,28.2
2024-03-27 20:00:00,67.41,66.79,226.1,331.2,0.892,27.8
2024-03-27 21:00:00,51.06,52.06,231.7,241.1,0.932,26.2
2024-03-27 22:00:00,36.39,38.35,226.8,185.4,0.912,25.0
2024-03-27 23:00:00,39.41,37.62,228.3,179.1,0.92,26.7
2024-03-28 00:00:00,30.2,32.2,233.1,143.0,0.966,26.7
2024-03-28 01:00:00,38.4,39.5,225.4,185.6,0.944,26.5
2024-03-28 02:00:00,29.93,31.9,232.5,144.4,0.95,26.1
2024-03-28 03:00:00,31.16,29.71,228.9,139.3,0.932,27.6
2024-03-28 04:00:00,35.56,35.52,233.4,157.5,0.966,27.5
2024-03-28 05:00:00,36.69,38.14,228.7,182.7,0.913,29.8
2024-03-28 06:00:00,37.21,34.91,232.7,164.9,0.91,26.0
2024-03-28 07:00:00,43.58,44.96,230.9,211.9,0.919,25.9
2024-03-28 08:00:00,55.81,54.71,231.4,245.5,0.963,27.9
2024-03-28 09:00:00,55.64,60.27,233.6,274.2,0.941,26.4
2024-03-28 10:00:00,61.05,57.27,230.6,262.5,0.946,29.4
2024-03-28 11:00:00,37.04,37.88,225.9,185.7,0.903,26.4
2024-03-28 12:00:00,29.96,31.32,234.9,138.9,0.96,24.5
2024-03-28 13:00:00,35.91,34.62,224.4,158.9,0.971,26.9
2024-03-28 14:00:00,36.02,38.47,229.8,182.0,0.92,30.9
2024-03-28 15:00:00,36.44,38.09,227.0,175.9,0.954,28.1
2024-03-28 16:00:00,44.12,42.2,225.6,198.6,0.942,27.3
2024-03-28 17:00:00,46.54,49.85,232.7,241.5,0.887,27.3
2024-03-28 18:00:00,58.39,63.31,231.3,288.4,0.949,27.5
2024-03-28 19:00:00,82.23,78.55,231.3,383.3,0.886,28.8
2024-03-28 20:00:00,68.27,68.14,227.3,342.6,0.875,26.9
2024-03-28 21:00:00,56.33,54.96,227.5,262.6,0.92,27.7
2024-03-28 22:00:00,49.44,48.96,234.9,225.6,0.924,30.6
2024-03-28 23:00:00,30.76,33.34,228.7,156.6,0.931,26.3
2024-03-29 00:00:00,32.01,34.15,235.7,159.7,0.907,26.2
2024-03-29 01:00:00,32.66,33.35,231.7,153.6,0.937,26.7
2024-03-29 02:00:00,38.95,36.19,226.0,179.1,0.894,26.2
2024-03-29 03:00:00,30.56,31.83,231.4,152.8,0.9,28.7
2024-03-29 04:00:00,31.41,31.08,233.2,146.8,0.908,25.2
2024-03-29 05:00:00,35.11,36.05,227.9,176.0,0.899,27.5
2024-03-29 06:00:00,30.25,32.85,233.1,148.5,0.949,26.2
2024-03-29 07:00:00,38.12,39.3,227.9,182.9,0.943,28.1
2024-03-29 08:00:00,51.28,48.5,225.0,222.2,0.97,27.1
2024-03-29 09:00:00,61.87,63.13,225.9,296.4,0.943,29.4
2024-03-29 10:00:00,50.27,50.78,224.5,233.9,0.967,27.6
2024-03-29 11:00:00,44.12,42.08,233.0,194.8,0.927,26.7
2024-03-29 12:00:00,32.0,33.08,227.5,157.0,0.926,26.1
2024-03-29 13:00:00,34.04,33.92,228.5,157.6,0.942,29.6
2024-03-29 14:00:00,31.79,31.67,231.4,151.1,0.906,27.1
2024-03-29 15:00:00,30.1,31.35,235.2,143.5,0.929,27.2
2024-03-29 16:00:00,43.78,41.44,230.3,200.8,0.896,29.7
2024-03-29 17:00:00,51.64,52.34,224.8,260.7,0.893,27.7
2024-03-29 18:00:00,64.22,67.6,230.5,313.7,0.935,28.8
2024-03-29 19:00:00,73.32,73.69,228.2,364.9,0.885,27.3
2024-03-29 20:00:00,65.88,64.55,227.3,296.4,0.958,26.6
2024-03-29 21:00:00,49.36,48.7,231.5,231.7,0.908,28.9
2024-03-29 22:00:00,41.42,41.15,224.9,194.0,0.943,26.6
2024-03-29 23:00:00,39.58,41.02,225.2,200.8,0.907,29.0
2024-03-30 00:00:00,23.6,22.64,233.3,105.4,0.921,28.3
2024-03-30 01:00:00,24.36,23.22,232.0,103.3,0.969,26.7
2024-03-30 02:00:00,26.09,24.96,225.1,113.3,0.979,26.8
2024-03-30 03:00:00,23.2,24.51,227.9,111.0,0.969,28.0
2024-03-30 04:00:00,25.71,25.66,232.0,119.1,0.929,28.1
2024-03-30 05:00:00,26.52,28.25,228.5,131.7,0.939,26.9
2024-03-30 06:00:00,27.66,28.52,230.4,132.2,0.936,26.5
2024-03-30 07:00:00,33.71,31.42,234.0,138.0,0.973,29.9
2024-03-30 08:00:00,34.38,34.05,233.5,156.8,0.93,27.1
